INVENT_ID,UTM_E,UTM_N,TAMBON,DISTRICT,PROVINCE,YEAR_DATA,REMARK,REMARK_2,LONGITUDE,LATITUDE
26425,712552,2133417,สกาด,ปัว,น่าน,0, , ,101.02261622394384,19.283329183979586
26426,712451,2133377,สกาด,ปัว,น่าน,0, , ,101.02165113107694,19.282978550255976
26427,712544,2133267,สกาด,ปัว,น่าน,0, , ,101.0225234940158,19.281975264432617
26428,712563,2132959,สกาด,ปัว,น่าน,0, , ,101.02267004774909,19.279191484413808
26429,712256,2132982,สกาด,ปัว,น่าน,0, , ,101.01975264716876,19.279431523993654
26430,712309,2133086,สกาด,ปัว,น่าน,0, , ,101.02026826457721,19.280365252898708
26431,708235,2129676,สกาด,ปัว,น่าน,0, , ,100.98114852119188,19.24999062777783
26432,711691,2132156,สกาด,ปัว,น่าน,0, , ,101.0142875650027,19.272030596572318
26433,712079,2132265,สกาด,ปัว,น่าน,0, , ,101.01798982933258,19.272974344662533
26434,708235,2129676,สกาด,ปัว,น่าน,0, , ,100.98114852119188,19.24999062777783
26435,708519,2130734,สกาด,ปัว,น่าน,0, , ,100.98396423109052,19.25951719940328
26436,711691,2132156,สกาด,ปัว,น่าน,0, , ,101.0142875650027,19.272030596572318
26437,712079,2132265,สกาด,ปัว,น่าน,0, , ,101.01798982933258,19.272974344662533
26438,708410,2129067,สกาด,ปัว,น่าน,0, , ,100.98274663880541,19.244472104194436
26439,708010,2128724,สกาด,ปัว,น่าน,0, , ,100.97890570957986,19.241415303021068
26440,708012,2128702,สกาด,ปัว,น่าน,0, , ,100.97892234601665,19.24121639266348
26441,707634,2128711,สกาด,ปัว,น่าน,0, , ,100.97532880403185,19.24133652124863
26442,713432,2130346,สกาด,ปัว,น่าน,0, , ,101.03064450421384,19.255499901087564
26443,713592,2130547,สกาด,ปัว,น่าน,0, , ,101.03218844123451,19.257298373335004
26444,713814,2130568,สกาด,ปัว,น่าน,0, , ,101.03430197753998,19.25746456232061
26445,714582,2130357,สกาด,ปัว,น่าน,0, , ,101.0415819713161,19.25547747477242
26446,713811,2133084,สกาด,ปัว,น่าน,0, , ,101.03455394834418,19.28018862449558
26447,714506,2134200,สกาด,ปัว,น่าน,0, , ,101.04128917282708,19.29019418723459
26448,708038,2128397,สกาด,ปัว,น่าน,0, , ,100.97913656096567,19.238458949228285
26449,708145,2127642,สกาด,ปัว,น่าน,0, , ,100.98007226544918,19.231628759700207
26450,708163,2127822,สกาด,ปัว,น่าน,0, , ,100.98026291633118,19.2332526739368
26451,708144,2127764,สกาด,ปัว,น่าน,0, , ,100.98007596775629,19.232730770582855
26452,708140,2127736,สกาด,ปัว,น่าน,0, , ,100.9800349005267,19.232478285106474
26453,707994,2127762,สกาด,ปัว,น่าน,0, , ,100.97864943190763,19.23272813014985
26454,708065,2127800,สกาด,ปัว,น่าน,0, , ,100.97932867006514,19.233064048396464
26455,707938,2127709,สกาด,ปัว,น่าน,0, , ,100.97811120537465,19.232255187159996
26456,707920,2127670,สกาด,ปัว,น่าน,0, , ,100.9779358287727,19.231904786956818
26457,707906,2127693,สกาด,ปัว,น่าน,0, , ,100.97780519391016,19.23211396240009
26458,707896,2127730,สกาด,ปัว,น่าน,0, , ,100.97771410809568,19.23244917547304
26459,707811,2127815,สกาด,ปัว,น่าน,0, , ,100.97691505088356,19.233225630575483
26460,707825,2127972,สกาด,ปัว,น่าน,0, , ,100.97706515151219,19.23464222423269
26461,708018,2127154,สกาด,ปัว,น่าน,0, , ,100.97881185330058,19.227234181648097
26462,708459,2127821,สกาด,ปัว,น่าน,0, , ,100.98307741609379,19.233213169698274
26463,708486,2127867,สกาด,ปัว,น่าน,0, , ,100.98333914349925,19.233625860626237
26464,708478,2127926,สกาด,ปัว,น่าน,0, , ,100.98326947277249,19.234159573707217
26465,708425,2128029,สกาด,ปัว,น่าน,0, , ,100.98277667367748,19.235095331468266
26466,708485,2128024,สกาด,ปัว,น่าน,0, , ,100.98334666587479,19.235043989696795
26467,708506,2128082,สกาด,ปัว,น่าน,0, , ,100.98355264567726,19.235565682313375
26468,708364,2128076,สกาด,ปัว,น่าน,0, , ,100.98220172579073,19.235526119244458
26469,708288,2128082,สกาด,ปัว,น่าน,0, , ,100.98147969646676,19.23558813689234
26470,708139,2128041,สกาด,ปัว,น่าน,0, , ,100.9800584219842,19.235233157575262
26471,708591,2128427,สกาด,ปัว,น่าน,0, , ,100.9843983556369,19.238672962290718
26472,708392,2128533,สกาด,ปัว,น่าน,0, , ,100.98251753890105,19.239650866022373
26473,708433,2128657,สกาด,ปัว,น่าน,0, , ,100.98292086800768,19.240766610816237
26474,708561,2128771,สกาด,ปัว,น่าน,0, , ,100.98415042638369,19.24178306452304
26475,707859,2128356,สกาด,ปัว,น่าน,0, , ,100.97742999092033,19.238107036329737
26476,708395,2130040,สกาด,ปัว,น่าน,0, , ,100.98270959681122,19.25326178836763
26477,708500,2130089,สกาด,ปัว,น่าน,0, , ,100.9837134643239,19.253693527376633
26478,708493,2130239,สกาด,ปัว,น่าน,0, , ,100.98366318721074,19.255049048193573
26479,710158,2133107,สกาด,ปัว,น่าน,0, , ,100.9998116117119,19.280780058942288
26480,710279,2133109,สกาด,ปัว,น่าน,0, , ,101.00096271577348,19.280785518694746
26481,710518,2133258,สกาด,ปัว,น่าน,0, , ,101.0032523169186,19.28210634856919
26482,710744,2133108,สกาด,ปัว,น่าน,0, , ,101.00538541891522,19.280727982609225
26483,710624,2132933,สกาด,ปัว,น่าน,0, , ,101.004224816289,19.279159935838074
26484,710617,2132791,สกาด,ปัว,น่าน,0, , ,101.0041426328248,19.277878142969808
26485,710645,2132797,สกาด,ปัว,น่าน,0, , ,101.0044096073055,19.27792941222102
26486,710675,2132777,สกาด,ปัว,น่าน,0, , ,101.00469274665706,19.277745644159832
26487,712006,2132680,สกาด,ปัว,น่าน,0, , ,101.01734142804749,19.27673020206182
26488,711749,2132866,สกาด,ปัว,น่าน,0, , ,101.01491761849567,19.27843709155251
26489,711562,2132985,สกาด,ปัว,น่าน,0, , ,101.01315215443752,19.27953148564079
26490,712698,2133407,สกาด,ปัว,น่าน,0, , ,101.02400378641654,19.283223482311683
26491,712663,2133520,สกาด,ปัว,น่าน,0, , ,101.02368342776975,19.284247757955804
26492,712552,2133417,สกาด,ปัว,น่าน,0, , ,101.02261622394384,19.283329183979586
26493,712451,2133377,สกาด,ปัว,น่าน,0, , ,101.02165113107694,19.282978550255976
26494,712544,2133267,สกาด,ปัว,น่าน,0, , ,101.0225234940158,19.281975264432617
26495,712563,2132959,สกาด,ปัว,น่าน,0, , ,101.02267004774909,19.279191484413808
26496,712256,2132982,สกาด,ปัว,น่าน,0, , ,101.01975264716876,19.279431523993654
26497,712309,2133086,สกาด,ปัว,น่าน,0, , ,101.02026826457721,19.280365252898708
26498,686953,2132027,พระพุทธบาท,เชียงกลาง,น่าน,0, , ,100.778977204423,19.273307664091284
26499,691025,2127044,พระพุทธบาท,เชียงกลาง,น่าน,0, , ,100.81721474943579,19.22791568695813
26500,730476,2123868,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.19194405774826,19.19512659813105
26501,734388,2127730,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.22959874438102,19.229554420843915
26502,734461,2127723,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.23029190732493,19.22948275214882
26503,732922,2130490,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.21599592284319,19.25464825921436
26504,732590,2130333,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.21282003808714,19.253268676927405
26505,731397,2130382,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.20148219256293,19.25384810308433
26506,732484,2127708,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.21149448237716,19.22957533373924
26507,732401,2126927,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.21061100060756,19.222531887061223
26508,731180,2130541,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.19943796020742,19.255308821289965
26509,729965,2124617,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.18717623492266,19.201948731691314
26510,732589,2122276,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.2118366056574,19.18050843494293
26511,732764,2123099,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.21359922660193,19.187920660265334
26512,733065,2121249,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.21623660172493,19.171179285441
26513,735063,2120518,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.23513605531234,19.164347619663243
26514,732865,2123152,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.2145656127905,19.18838769799107
26515,733558,2124412,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.2213051544136,19.199686678442557
26516,731379,2123818,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.20052135041007,19.19457223306912
26517,730476,2123868,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.19194405774826,19.19512659813105
26518,729545,2124549,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.18317570316407,19.201382232478892
26519,729331,2129155,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.18169062821345,19.24300270197046
26520,729372,2129154,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.18208034334464,19.24298902178143
26521,729393,2129109,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.18227464111473,19.242580251483343
26522,729320,2129040,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.18157231072904,19.241965400011704
26523,729313,2128756,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.18147185735991,19.239401427996075
26524,729311,2128711,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.18144747104368,19.238995265710344
26525,729319,2128627,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.18151350974877,19.238235766062363
26526,729343,2128597,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.1817381185015,19.23796211949352
26527,729351,2128560,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.18180976540908,19.23762707054562
26528,729372,2128506,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.1820029847812,19.237137023081257
26529,729384,2128473,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.18211313961922,19.236837644053473
26530,729387,2128411,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.18213426256546,19.236277390291672
26531,729422,2127153,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.18231690947215,19.22491258822406
26532,729482,2123856,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.18249428476966,19.1951309510409
26533,729447,2123775,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.18215194983961,19.1944034079137
26534,729389,2123633,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.18158373407965,19.193127579756336
26535,729276,2123284,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.18046811445515,19.189988566142606
26536,729284,2123269,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.18054237096949,19.189852198119326
26537,729291,2123223,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.18060343437028,19.189435984570782
26538,729235,2123012,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.18004605566436,19.18753678826037
26539,729061,2122713,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.1783566604086,19.1848561906828
26540,735991,2119800,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.24386733324843,19.157756087839513
26541,734620,2120034,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.23086727171454,19.16002800040076
26542,733664,2120187,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.22180081212599,19.161519855161377
26543,732984,2120576,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.21538554967988,19.16511089905248
26544,733092,2120839,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.21644368386305,19.167473590357396
26545,735222,2120954,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.2367002108572,19.168266557708872
26546,735244,2121203,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.2369396404831,19.170512628158445
26547,734625,2121456,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.2310876372925,19.172868986954086
26548,733088,2122434,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.21659837828972,19.18187804264773
26549,728133,2122948,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.16956394992654,19.18708302041901
26550,734153,2122825,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.22676803394096,19.18528643069213
26551,727816,2123499,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.16661598245862,19.192094723989424
26552,736665,2124114,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.25080154136488,19.19663530436987
26553,726819,2124249,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.15722743137911,19.198979752978964
26554,726737,2124303,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.15645431328848,19.199476601775675
26555,726839,2124370,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.15743179674287,19.200070272493303
26556,726856,2124346,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.15759056942433,19.199851625167287
26557,726569,2124435,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.15487286226694,19.200687483432535
26558,727236,2124453,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.16121540424248,19.200775389453142
26559,735527,2124705,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.24005701432891,19.2021048526553
26560,730087,2125165,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.18840141672912,19.206883799053227
26561,729190,2125477,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.17991161546323,19.209803081818883
26562,726058,2125665,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.15015975535552,19.2118527647436
26563,726166,2125694,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.1511898720071,19.212102612776995
26564,736335,2125958,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.24789119218883,19.21332602168585
26565,735170,2126000,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.23682175698664,19.213840872809815
26566,734121,2126505,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.22691123403169,19.218522831996165
26567,734211,2126587,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.22777679770819,19.219252935901014
26568,726762,2126561,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.15695795223229,19.219865901943376
26569,734187,2126601,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.22755034591528,19.219382139709495
26570,726038,2126690,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.15009003530909,19.221111850370846
26571,734438,2126937,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.22997742515892,19.222387377823573
26572,729312,2127018,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.18125502995028,19.223705881137636
26573,734200,2127390,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.22777000032528,19.226505780099878
26574,726467,2127464,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.1542597186949,19.228053946473146
26575,725121,2127766,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.14149796176176,19.230931486793096
26576,736348,2127911,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.24825473784745,19.23096102229011
26577,724465,2128226,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.13531460188688,19.235158677924932
26578,724181,2128451,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.1326405739635,19.237222174958763
26579,735600,2128573,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.2412245975332,19.23702642778699
26580,729056,2128633,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.17901364826874,19.238319745879828
26581,730177,2128719,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.18968227294182,19.2389691637233
26582,724229,2128725,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.13312893865961,19.239691392313745
26583,729467,2128760,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.18293655929915,19.239420088685115
26584,730151,2128888,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.1894553114546,19.240498330045355
26585,724541,2128993,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.13612683960288,19.242077128391287
26586,724462,2129215,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.13540161676828,19.244090809732075
26587,729637,2129253,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.18461183748813,19.243853004746413
26588,724648,2129225,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.1371713688593,19.244160468404658
26589,724610,2129287,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.13681729555465,19.244724619103636
26590,724691,2129414,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.13760234424625,19.24586257366921
26591,732485,2129527,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.21172405620356,19.246002034292765
26592,724763,2129576,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.13830592251166,19.24731761319746
26593,724675,2129546,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.13746564852961,19.247056459572878
26594,734279,2129755,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.22880936429148,19.247853962262703
26595,734126,2129797,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.22735973882148,19.248250967934677
26596,734416,2129997,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.23014151956367,19.250023479782715
26597,735273,2131567,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.2384825152842,19.264101819584944
26598,726350,2131580,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.15363244411056,19.265238742451444
26599,723957,2132061,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.13093190025181,19.269849453612157
26600,732310,2132386,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.21040621253537,19.271840837784755
26601,732966,2132501,ดงพญา,บ่อเกลือ,น่าน,0, , ,101.2166584927607,19.272803783147676
26602,681911,2131026,ผาตอ,ท่าวังผา,น่าน,0, , ,100.73092088528622,19.264725984213268
26603,685850,2131412,ผาตอ,ท่าวังผา,น่าน,0, , ,100.76842557012787,19.26785415485671
26604,685710,2131308,ผาตอ,ท่าวังผา,น่าน,0, , ,100.7670838228535,19.266927591711124
26605,682190,2130958,ผาตอ,ท่าวังผา,น่าน,0, , ,100.73356826740178,19.264086574368314
26606,698217,2124952,ไชยวัฒนา,ปัว,น่าน,0, , ,100.88538945724093,19.208328039755663
26607,698284,2124897,ไชยวัฒนา,ปัว,น่าน,0, , ,100.88602082248192,19.207824693586435
26608,697987,2124838,ไชยวัฒนา,ปัว,น่าน,0, , ,100.88319090884951,19.207320812948083
26609,706965,2125714,สถาน,ปัว,น่าน,0, , ,100.96864444587787,19.214335889522015
26610,707108,2130129,สถาน,ปัว,น่าน,0, , ,100.97047983202651,19.254197927469228
26611,707039,2130131,สถาน,ปัว,น่าน,0, , ,100.96982385186342,19.254223061043547
26612,707229,2129880,สถาน,ปัว,น่าน,0, , ,100.97160367175066,19.251936542054132
26613,707303,2129651,สถาน,ปัว,น่าน,0, , ,100.97228268125389,19.249860613182104
26614,706912,2129619,สถาน,ปัว,น่าน,0, , ,100.96856088742062,19.24961164371927
26615,706965,2125714,สถาน,ปัว,น่าน,0, , ,100.96864444587787,19.214335889522015
26616,707108,2130129,สถาน,ปัว,น่าน,0, , ,100.97047983202651,19.254197927469228
26617,707039,2130131,สถาน,ปัว,น่าน,0, , ,100.96982385186342,19.254223061043547
26618,707229,2129880,สถาน,ปัว,น่าน,0, , ,100.97160367175066,19.251936542054132
26619,707303,2129651,สถาน,ปัว,น่าน,0, , ,100.97228268125389,19.249860613182104
26620,706912,2129619,สถาน,ปัว,น่าน,0, , ,100.96856088742062,19.24961164371927
26621,705682,2125301,สถาน,ปัว,น่าน,0, , ,100.95640174962213,19.210736282146776
26622,705426,2123710,สถาน,ปัว,น่าน,0, , ,100.95379805146041,19.19639201914416
26623,705618,2124188,สถาน,ปัว,น่าน,0, , ,100.95567439282372,19.20068994921869
26624,705284,2124340,สถาน,ปัว,น่าน,0, , ,100.95251522430672,19.202096696348214
26625,705621,2124403,สถาน,ปัว,น่าน,0, , ,100.95572587022637,19.202631566990114
26626,706607,2124155,สถาน,ปัว,น่าน,0, , ,100.96507333454883,19.200291331669252
26627,706758,2124181,สถาน,ปัว,น่าน,0, , ,100.96651168398083,19.20051077219573
26628,706467,2124106,สถาน,ปัว,น่าน,0, , ,100.96373709932962,19.199863019683498
26629,696374,2127005,แงง,ปัว,น่าน,0, , ,100.86807582330079,19.2270515126476
26630,696466,2127048,แงง,ปัว,น่าน,0, , ,100.86895505349551,19.227430988007452
26631,692812,2125774,แงง,ปัว,น่าน,0, , ,100.83408066481321,19.216274567489442
26632,691444,2123739,เจดีย์ชัย,ปัว,น่าน,0, , ,100.82087039025662,19.198022401972988
26633,691617,2123684,เจดีย์ชัย,ปัว,น่าน,0, , ,100.82250974614433,19.197509248973216
26634,691715,2123362,เจดีย์ชัย,ปัว,น่าน,0, , ,100.8234094486068,19.19459139287658
26635,715998,2066065,หมอเมือง,แม่จริม,น่าน,0, , ,101.04794251910683,18.67464800194888
26636,713486,2065945,หมอเมือง,แม่จริม,น่าน,0, , ,101.02412365898459,18.673822396702082
26637,712927,2066960,หมอเมือง,แม่จริม,น่าน,0, , ,101.01893464517859,18.683047299464313
26638,712830,2066890,หมอเมือง,แม่จริม,น่าน,0, , ,101.01800784249777,18.6824249258307
26639,703317,2062442,น้ำปาย,แม่จริม,น่าน,0, , ,100.92739224422937,18.64319490273069
26640,667803,2058954,ปงสนุก,เวียงสา,น่าน,0, , ,100.59054148052033,18.61483249452916
26641,702400,2058478,ไหล่น่าน,เวียงสา,น่าน,0, , ,100.91830112399883,18.607477178061682
26642,705016,2049438,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,100.94215982644799,18.52556575335024
26643,705003,2049356,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,100.94202836169576,18.52482631868174
26644,704957,2049363,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,100.94159349435415,18.524894025049786
26645,704907,2049245,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,100.9411080046952,18.523833003222084
26646,704947,2049254,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,100.94148768673712,18.5239104087458
26647,704974,2049334,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,100.94175151219264,18.524630416160228
26648,704883,2049170,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,100.94087310032066,18.523157867419744
26649,704883,2049222,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,100.94087840136375,18.52362757991717
26650,705306,2048921,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,100.94485307829467,18.520867494649686
26651,705245,2048788,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,100.94426189421559,18.519672059230757
26652,704452,2048861,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,100.93676049410806,18.520408553099344
26653,704420,2048941,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,100.93646562357267,18.52113429440779
26654,704404,2048977,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,100.93631778069943,18.521461033119703
26655,704359,2049076,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,100.93590174110703,18.522359661185256
26656,713059,2049053,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,101.01827783864756,18.521290144422185
26657,711760,2047895,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,101.00585622089116,18.51096135827239
26658,710449,2047137,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,100.99336429267224,18.504245867087857
26659,713059,2049053,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,101.01827783864756,18.521290144422185
26660,711760,2047895,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,101.00585622089116,18.51096135827239
26661,710449,2047137,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,100.99336429267224,18.504245867087857
26662,714538,2050478,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,101.03243386895662,18.534011286544658
26663,713609,2051526,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,101.02374850329733,18.5435717591261
26664,712983,2050439,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,101.01770514475942,18.533816884042295
26665,712352,2051170,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,101.01180735971403,18.540483396248003
26666,712965,2051903,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,101.01768999502073,18.54704227887349
26667,714538,2050478,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,101.03243386895662,18.534011286544658
26668,713609,2051526,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,101.02374850329733,18.5435717591261
26669,712983,2050439,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,101.01770514475942,18.533816884042295
26670,712352,2051170,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,101.01180735971403,18.540483396248003
26671,712965,2051903,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,101.01768999502073,18.54704227887349
26672,708169,2051060,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,100.97218401029285,18.539907667354843
26673,708169,2051060,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,100.97218401029285,18.539907667354843
26674,707308,2049403,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,100.96385945966257,18.52502529649836
26675,707308,2049403,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,100.96385945966257,18.52502529649836
26676,705801,2050226,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,100.94967384762958,18.53260711841085
26677,705801,2050226,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,100.94967384762958,18.53260711841085
26678,707313,2048544,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,100.96381821053009,18.517265620170463
26679,707313,2048544,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,100.96381821053009,18.517265620170463
26680,713631,2053504,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,101.02416747415991,18.561435708926957
26681,709833,2055674,ส้านนาหนองใหม่,เวียงสา,น่าน,0, , ,100.98842456500121,18.581419041054797
26682,694812,2046146,ขึ่ง,เวียงสา,น่าน,0, , ,100.84521426544569,18.49679606715847
26683,697415,2052058,ขึ่ง,เวียงสา,น่าน,0, , ,100.87044039126675,18.54995903740962
26684,709209,2037537,น้ำมวบ,เวียงสา,น่าน,0, , ,100.98062892411976,18.41765460045469
26685,707967,2036021,น้ำมวบ,เวียงสา,น่าน,0, , ,100.9687200119643,18.404082954899625
26686,709639,2039661,น้ำมวบ,เวียงสา,น่าน,0, , ,100.98491822745278,18.436797755382763
26687,709823,2039396,น้ำมวบ,เวียงสา,น่าน,0, , ,100.98663210602888,18.43438584699092
26688,709877,2039436,น้ำมวบ,เวียงสา,น่าน,0, , ,100.9871473120644,18.434741806686656
26689,706410,2036209,น้ำมวบ,เวียงสา,น่าน,0, , ,100.95400617005814,18.40593321671645
26690,706405,2035762,น้ำมวบ,เวียงสา,น่าน,0, , ,100.95391329926657,18.401895963025364
26691,705592,2037216,น้ำมวบ,เวียงสา,น่าน,0, , ,100.94636804091107,18.415108898337422
26692,702988,2035661,น้ำมวบ,เวียงสา,น่าน,0, , ,100.92156998722616,18.40131328080514
26693,703023,2035647,น้ำมวบ,เวียงสา,น่าน,0, , ,100.92189977139755,18.401183467986243
26694,702576,2034857,น้ำมวบ,เวียงสา,น่าน,0, , ,100.91759104043881,18.394089982927493
26695,697461,2034243,น้ำมวบ,เวียงสา,น่าน,0, , ,100.86913168865968,18.3890254523431
26696,695279,2038318,น้ำมวบ,เวียงสา,น่าน,0, , ,100.84887825837104,18.426038877717755
26697,695532,2041262,น้ำมวบ,เวียงสา,น่าน,0, , ,100.85155761020188,18.452610114960834
